Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps,Year,Week,Tackle %,Sack %,QB Hit %
Nick Kwiatkoski ,LB,CHI,1,35,35,65,,,,,5.3,15.1,2019,11,9,0,0
De'Vondre Campbell ,LB,ATL,1,65,65,87,,,,,19.3,29.7,2019,11,8,0,0
Juston Burris ,CB,CLE,1,40,40,56,,,,,21.3,53.3,2019,11,10,3,0
David Onyemata ,DT,NO,1,36,36,54,,,,,0.0,0.0,2019,11,0,0,0
Deon Bush ,S,CHI,1,3,3,6,,,,,0.0,0.0,2019,11,0,0,0
James Burgess Jr. ,LB,NYJ,1,65,65,100,,,,,14.8,22.8,2019,11,8,0,0
Jordan Lucas ,S,KC,1,6,6,8,,,,,0.8,13.3,2019,11,0,0,0
Jonathan Jones ,CB,NE,1,45,45,62,,,,,3.0,6.7,2019,11,4,0,0
Elandon Roberts ,LB,NE,1,15,15,11,,,,,8.0,53.3,2019,11,7,7,0
Kamu Grugier-Hill ,LB,PHI,1,40,40,54,,,,,15.0,37.5,2019,11,13,0,0
Matthew Judon ,LB,BAL,1,48,48,76,,,,,30.0,62.5,2019,11,15,4,0
Mike Hilton ,CB,PIT,1,42,42,60,,,,,6.0,14.3,2019,11,7,0,0
Jarrod Wilson ,S,JAC,1,66,66,99,,,,,13.3,20.2,2019,11,6,0,0
D.J. Reader ,DT,HOU,1,48,48,71,,,,,5.3,11.0,2019,11,4,0,0
Will Parks ,S,DEN,1,3,3,5,,,,,0.0,0.0,2019,11,0,0,0
Jatavis Brown ,LB,LAC,1,48,48,71,,,,,4.5,9.4,2019,11,6,0,0
Anthony Brown ,CB,DAL,1,12,12,19,,,,,1.5,12.5,2019,11,0,0,0
Joe Walker ,LB,ARI,1,41,41,56,,,,,5.3,12.9,2019,11,7,0,0
Matt Ioannidis ,DE,WAS,1,53,53,73,,,,,3.8,7.2,2019,11,4,0,0
Roy Robertson-Harris ,DT,CHI,1,31,31,57,,,,,5.3,17.1,2019,11,6,0,0
Kevin Peterson ,CB,ARI,1,32,32,44,,,,,0.0,0.0,2019,11,0,0,0
Stephen Weatherly ,DE,MIN,1,27,27,34,,,,,5.5,20.4,2019,11,7,0,0
Ken Crawley ,CB,MIA,1,63,63,86,,,,,6.0,9.5,2019,11,6,0,0
Marqui Christian ,S,LAR,1,42,42,55,,,,,5.3,12.6,2019,11,5,0,0
Trevon Coley ,DT,IND,1,2,2,3,,,,,1.5,75.0,2019,11,50,0,0
Patrick Onwuasor ,LB,BAL,1,10,10,15,,,,,10.3,103.0,2019,11,20,10,0
Brennan Scarlett ,LB,HOU,1,54,54,79,,,,,12.3,22.8,2019,11,11,0,0
Rolan Milligan ,S,IND,1,30,30,48,,,,,2.3,7.7,2019,11,3,0,0
Andrew Adams ,S,TB,1,67,67,100,,,,,10.5,15.7,2019,11,10,0,0
Brian Poole ,S,NYJ,1,47,47,72,,,,,3.0,6.4,2019,11,4,0,0
Sharrod Neasman ,S,ATL,1,3,3,4,,,,,0.0,0.0,2019,11,0,0,0
Cory Littleton ,LB,LAR,1,76,76,100,,,,,3.0,3.9,2019,11,1,0,0
Morgan Fox ,DE,LAR,1,24,24,32,,,,,2.3,9.6,2019,11,4,0,0
Pete Robertson ,LB,ARI,1,2,2,3,,,,,0.0,0.0,2019,11,0,0,0
Javien Elliott ,CB,CAR,1,31,31,48,,,,,2.3,7.4,2019,11,3,0,0
Taybor Pepper ,LB,MIA,1,1,1,100,,,,,0.0,0.0,2019,11,0,0,0
Myles Garrett ,DE,CLE,1,55,55,76,,,,,1.5,2.7,2019,11,2,0,0
Jonathan Allen ,DE,WAS,1,59,59,81,,,,,3.8,6.4,2019,11,3,0,0
Solomon Thomas ,DE,SF,1,26,26,38,,,,,1.5,5.8,2019,11,4,0,0
Malik Hooker ,S,IND,1,50,50,81,,,,,3.8,7.6,2019,11,0,0,0
Jamal Adams ,S,NYJ,1,65,65,100,,,,,25.5,39.2,2019,11,6,5,0
Derek Barnett ,DE,PHI,1,65,65,88,,,,,5.5,8.5,2019,11,3,0,0
Zach Cunningham ,LB,HOU,1,60,60,88,,,,,12.8,21.3,2019,11,12,0,0
Marlon Humphrey ,CB,BAL,1,62,62,100,,,,,3.0,4.8,2019,11,2,0,0
Takkarist McKinley ,LB,ATL,1,26,26,35,,,,,8.8,33.8,2019,11,4,4,0
Haason Reddick ,LB,ARI,1,33,33,45,,,,,2.3,7.0,2019,11,0,0,0
Charles Harris ,DE,MIA,1,28,28,38,,,,,0.0,0.0,2019,11,0,0,0
Chris Wormley ,DT,BAL,1,16,16,27,,,,,2.3,14.4,2019,11,6,0,0
Jarrad Davis ,LB,DET,1,66,66,89,,,,,17.0,25.8,2019,11,6,0,0
T.J. Watt ,LB,PIT,1,55,55,79,,,,,12.5,22.7,2019,11,4,2,0
Tyus Bowser ,LB,BAL,1,31,31,52,,,,,15.0,48.4,2019,11,10,6,0
Gareon Conley ,CB,HOU,1,64,64,94,,,,,1.5,2.3,2019,11,0,0,0
Brandon Wilson ,S,CIN,1,11,11,16,,,,,0.0,0.0,2019,11,0,0,0
Ahkello Witherspoon ,CB,SF,1,6,6,9,,,,,0.0,0.0,2019,11,0,0,0
Tre'Davious White ,CB,BUF,1,71,71,100,,,,,11.5,16.2,2019,11,8,0,0
Matt Milano ,LB,BUF,1,71,71,100,,,,,13.3,18.7,2019,11,6,1,0
Davon Godchaux ,DT,MIA,1,52,52,71,,,,,6.8,13.1,2019,11,6,0,0
Marcus Maye ,S,NYJ,1,62,62,95,,,,,4.5,7.3,2019,11,3,0,0
Harvey Langi ,LB,NYJ,1,3,3,5,,,,,0.0,0.0,2019,11,0,0,0
Deatrich Wise Jr. ,DE,NE,1,9,9,12,,,,,1.5,16.7,2019,11,11,0,0
Carl Lawson ,DE,CIN,1,25,25,37,,,,,9.5,38.0,2019,11,8,4,0
Hardy Nickerson Jr. ,LB,CIN,1,10,10,15,,,,,2.3,23.0,2019,11,10,0,0
Jordan Evans ,LB,CIN,1,12,12,18,,,,,0.8,6.7,2019,11,0,0,0
Larry Ogunjobi ,DT,CLE,1,62,62,86,,,,,8.0,12.9,2019,11,2,2,0
Chuck Clark ,S,BAL,1,62,62,100,,,,,6.8,11.0,2019,11,3,0,0
Cameron Sutton ,CB,PIT,1,16,16,23,,,,,1.5,9.4,2019,11,6,0,0
Anthony Walker Jr. ,LB,IND,1,39,39,63,,,,,6.8,17.4,2019,11,8,0,0
Grover Stewart ,DT,IND,1,28,28,45,,,,,3.0,10.7,2019,11,0,0,0
Tarell Basham ,DE,NYJ,1,41,41,63,,,,,0.0,0.0,2019,11,0,0,0
Dawuane Smoot ,DE,JAC,1,24,24,36,,,,,3.0,12.5,2019,11,8,0,0
Dylan Cole ,LB,HOU,1,17,17,25,,,,,3.0,17.6,2019,11,12,0,0
Carlos Watkins ,DT,HOU,1,24,24,36,,,,,3.8,15.8,2019,11,8,0,0
Jamal Carter ,S,ATL,1,11,11,15,,,,,0.8,7.3,2019,11,0,0,0
Isaac Rochell ,DE,LAC,1,20,20,29,,,,,0.8,4.0,2019,11,0,0,0
Desmond King II ,CB,LAC,1,58,58,85,,,,,0.0,0.0,2019,11,0,0,0
Rayshawn Jenkins ,S,LAC,1,67,67,99,,,,,9.5,14.2,2019,11,1,0,0
Tanoh Kpassagnon ,DE,KC,1,64,64,81,,,,,2.3,3.6,2019,11,2,0,0
Treyvon Hester ,DT,WAS,1,22,22,30,,,,,1.5,6.8,2019,11,0,0,0
Joey Ivie ,DT,KC,1,27,27,34,,,,,0.0,0.0,2019,11,0,0,0
Jourdan Lewis ,CB,DAL,1,29,29,46,,,,,1.5,5.2,2019,11,3,0,0
Chidobe Awuzie ,CB,DAL,1,62,62,98,,,,,5.3,8.5,2019,11,2,0,0
Xavier Woods ,S,DAL,1,61,61,97,,,,,3.8,6.2,2019,11,3,0,0
Rasul Douglas ,CB,PHI,1,18,18,24,,,,,0.0,0.0,2019,11,0,0,0
Nathan Gerry ,LB,PHI,1,73,73,99,,,,,19.3,26.4,2019,11,10,1,0
Avery Moss ,DE,MIA,1,44,44,60,,,,,5.5,12.5,2019,11,2,0,0
Fabian Moreau ,CB,WAS,1,41,41,56,,,,,3.8,9.3,2019,11,5,0,0
Montae Nicholson ,S,WAS,1,69,69,95,,,,,6.0,8.7,2019,11,4,0,0
Ryan Anderson ,LB,WAS,1,35,35,48,,,,,1.5,4.3,2019,11,0,0,0
Eddie Jackson ,S,CHI,1,54,54,100,,,,,16.5,30.6,2019,11,7,0,0
Jalen Reeves-Maybin ,LB,DET,1,5,5,7,,,,,0.0,0.0,2019,11,0,0,0
Ifeadi Odenigbo ,DE,MIN,1,23,23,29,,,,,1.5,6.5,2019,11,4,0,0
Jaleel Johnson ,DT,MIN,1,46,46,58,,,,,15.8,34.3,2019,11,7,2,0
Eric Wilson ,LB,MIN,1,30,30,38,,,,,7.8,26.0,2019,11,10,0,0
Ben Gedeon ,LB,MIN,1,6,6,8,,,,,0.0,0.0,2019,11,0,0,0
Elijah Lee ,CB,SF,1,25,25,37,,,,,4.8,19.2,2019,11,4,0,0
Damontae Kazee ,S,ATL,1,64,64,85,,,,,11.0,17.2,2019,11,5,0,0
Duke Riley ,LB,PHI,1,3,3,4,,,,,1.5,50.0,2019,11,33,0,0
Al-Quadin Muhammad ,DE,IND,1,28,28,45,,,,,2.3,8.2,2019,11,4,0,0
Marcus Williams ,S,NO,1,69,69,100,,,,,20.0,29.0,2019,11,6,0,0
Arthur Maulet ,CB,NYJ,1,60,60,92,,,,,1.5,2.5,2019,11,0,0,0
Trey Hendrickson ,DE,NO,1,34,34,51,,,,,0.0,0.0,2019,11,0,0,0
Rudy Ford ,S,PHI,1,15,15,20,,,,,2.3,15.3,2019,11,7,0,0
Budda Baker ,S,ARI,1,73,73,100,,,,,21.3,29.2,2019,11,16,0,0
Samson Ebukam ,LB,LAR,1,19,19,25,,,,,9.3,48.9,2019,11,16,0,0
Tanzel Smart ,DT,LAR,1,11,11,14,,,,,0.0,0.0,2019,11,0,0,0
Adam Butler ,DT,NE,1,28,28,38,,,,,9.5,33.9,2019,11,4,4,0
Kenny Moore II ,CB,IND,1,51,51,82,,,,,20.0,39.2,2019,11,16,2,0
Josh Tupou ,DT,CIN,1,38,38,56,,,,,15.5,40.8,2019,11,13,0,0
Eli Ankou ,DT,CLE,1,13,13,18,,,,,4.0,30.8,2019,11,8,0,0
Michael Davis ,CB,LAC,1,67,67,99,,,,,3.0,4.5,2019,11,1,0,0
Nicholas Morrow ,LB,OAK,1,56,56,93,,,,,6.0,10.7,2019,11,5,0,0
Jamal Perry ,CB,MIA,1,63,63,86,,,,,15.3,24.3,2019,11,11,0,0
Jermaine Grace ,LB,ATL,1,3,3,4,,,,,0.0,0.0,2019,11,0,0,0
Devaroe Lawrence ,DT,CLE,1,27,27,38,,,,,0.0,0.0,2019,11,0,0,0
Ryan Lewis ,CB,MIA,1,9,9,12,,,,,0.0,0.0,2019,11,0,0,0
Rashaad Coward ,DT,CHI,1,76,76,7600,,,,,0.0,0.0,2019,11,0,0,0
Minkah Fitzpatrick ,S,PIT,1,68,68,97,,,,,1.5,2.2,2019,11,0,0,0
Daron Payne ,DT,WAS,1,32,32,44,,,,,8.3,25.9,2019,11,13,0,0
Roquan Smith ,LB,CHI,1,51,51,94,,,,,21.8,42.7,2019,11,12,0,0
Sam Hubbard ,DE,CIN,1,62,62,91,,,,,4.5,7.3,2019,11,5,0,0
Denzel Ward ,CB,CLE,1,72,72,100,,,,,7.5,10.4,2019,11,6,0,0
Dorance Armstrong Jr. ,DE,DAL,1,12,12,19,,,,,1.5,12.5,2019,11,8,0,0
Marcus Davenport ,DE,NO,1,23,23,34,,,,,0.0,0.0,2019,11,0,0,0
Carlton Davis ,CB,TB,1,66,66,99,,,,,8.5,12.9,2019,11,3,0,0
Ronnie Harrison ,S,JAC,1,59,59,88,,,,,7.5,12.7,2019,11,7,0,0
Justin Reid ,S,HOU,1,44,44,64,,,,,4.5,10.2,2019,11,7,0,0
Vita Vea ,DT,TB,1,46,46,69,,,,,5.3,11.5,2019,11,7,0,0
Taven Bryan ,DT,JAC,1,49,49,73,,,,,8.0,16.3,2019,11,4,0,0
Isaiah Oliver ,CB,ATL,1,63,63,84,,,,,6.8,10.8,2019,11,3,0,0
Tremaine Edmunds ,LB,BUF,1,71,71,100,,,,,16.3,23.0,2019,11,7,1,0
Tyquan Lewis ,DE,IND,1,21,21,34,,,,,0.0,0.0,2019,11,0,0,0
Leighton Vander Esch ,LB,DAL,1,60,60,95,,,,,9.0,15.0,2019,11,8,0,0
Jerome Baker ,LB,MIA,1,71,71,97,,,,,11.3,15.9,2019,11,6,0,0
Derrick Nnadi ,DT,KC,1,41,41,52,,,,,7.3,17.8,2019,11,0,0,0
Kyzir White ,LB,LAC,1,7,7,10,,,,,1.5,21.4,2019,11,14,0,0
Josh Sweat ,DE,PHI,1,24,24,32,,,,,0.0,0.0,2019,11,0,0,0
Holton Hill ,CB,MIN,1,1,1,1,,,,,0.0,0.0,2019,11,0,0,0
Terrell Edmunds ,S,PIT,1,68,68,97,,,,,4.5,6.6,2019,11,4,0,0
D.J. Reed Jr. ,CB,SF,1,3,3,4,,,,,15.5,516.7,2019,11,33,0,0
Marquis Haynes ,LB,CAR,1,13,13,20,,,,,0.0,0.0,2019,11,0,0,0
Anthony Averett ,CB,BAL,1,4,4,7,,,,,0.0,0.0,2019,11,0,0,0
Darius Leonard ,LB,IND,1,50,50,81,,,,,6.0,12.0,2019,11,6,0,0
Steven Parker ,S,MIA,1,31,31,42,,,,,1.5,4.8,2019,11,3,0,0
Andrew Brown ,DE,CIN,1,2,2,3,,,,,0.0,0.0,2019,11,0,0,0
Chad Thomas ,DE,CLE,1,56,56,78,,,,,12.5,22.3,2019,11,5,2,0
Duke Dawson ,CB,DEN,1,45,45,73,,,,,5.3,11.8,2019,11,7,0,0
Armani Watts ,S,KC,1,3,3,4,,,,,1.5,50.0,2019,11,0,0,0
Jordan Whitehead ,S,TB,1,67,67,100,,,,,3.8,5.7,2019,11,3,0,0
Brandon Facyson ,CB,LAC,1,3,3,4,,,,,0.0,0.0,2019,11,0,0,0
Folorunso Fatukasi ,DT,NYJ,1,20,20,31,,,,,0.0,0.0,2019,11,0,0,0
Taron Johnson ,CB,BUF,1,63,63,89,,,,,6.8,10.8,2019,11,5,0,0
J.C. Jackson ,CB,NE,1,50,50,68,,,,,6.0,12.0,2019,11,6,0,0
P.J. Hall ,DT,OAK,1,35,35,58,,,,,0.0,0.0,2019,11,0,0,0
Davontae Harris ,CB,DEN,1,54,54,87,,,,,14.3,26.5,2019,11,15,0,0
Shaun Dion Hamilton ,LB,WAS,1,32,32,44,,,,,3.0,9.4,2019,11,6,0,0
Uchenna Nwosu ,LB,LAC,1,10,10,15,,,,,0.0,0.0,2019,11,0,0,0
Leon Jacobs ,LB,JAC,1,15,15,22,,,,,1.5,10.0,2019,11,7,0,0
Kameron Kelly ,CB,PIT,1,1,1,1,,,,,0.0,0.0,2019,11,0,0,0
Donte Jackson ,CB,CAR,1,65,65,100,,,,,6.0,9.2,2019,11,6,0,0
Christian Wilkins ,DT,MIA,1,56,56,76,,,,,5.3,9.5,2019,11,5,0,0
Nathan Shepherd ,DT,NYJ,1,18,18,28,,,,,9.5,52.8,2019,11,6,6,0
Fred Warner ,LB,SF,1,67,67,99,,,,,18.3,27.3,2019,11,13,0,0
Cornell Armstrong ,CB,HOU,1,15,15,22,,,,,0.8,5.3,2019,11,0,0,0
Keion Crossen ,CB,HOU,1,4,4,6,,,,,0.0,0.0,2019,11,0,0,0
Ja'Whaun Bentley ,LB,NE,1,11,11,15,,,,,0.0,0.0,2019,11,0,0,0
Jessie Bates III ,S,CIN,1,65,65,96,,,,,14.0,21.5,2019,11,5,0,0
Genard Avery ,LB,PHI,1,10,10,14,,,,,0.0,0.0,2019,11,0,0,0
Simeon Thomas ,CB,WAS,1,14,14,19,,,,,1.5,10.7,2019,11,7,0,0
Matthew Adams ,LB,IND,1,12,12,19,,,,,3.8,31.7,2019,11,17,0,0
Peter Kalambayi ,LB,HOU,1,4,4,6,,,,,0.0,0.0,2019,11,0,0,0
Isaac Yiadom ,CB,DEN,1,8,8,13,,,,,1.5,18.8,2019,11,13,0,0
Justin Jones ,DT,LAC,1,37,37,54,,,,,3.8,10.3,2019,11,5,0,0
Maurice Hurst Jr. ,DT,OAK,1,27,27,45,,,,,5.5,20.4,2019,11,4,0,0
Avonte Maddox ,CB,PHI,1,63,63,85,,,,,10.5,16.7,2019,11,8,0,0
Bilal Nichols ,DT,CHI,1,42,42,78,,,,,3.8,9.0,2019,11,5,0,0
Tracy Walker ,S,DET,1,22,22,30,,,,,7.5,34.1,2019,11,18,0,0
Jalyn Holmes ,DT,MIN,1,15,15,19,,,,,0.8,5.3,2019,11,0,0,0
Foyesade Oluokun ,LB,ATL,1,30,30,40,,,,,6.0,20.0,2019,11,3,0,0
Jermaine Carter ,LB,CAR,1,4,4,6,,,,,1.5,37.5,2019,11,25,0,0
Andre Smith ,LB,CAR,1,1,1,1,,,,,0.0,0.0,2019,11,0,0,0
Marcell Harris ,S,SF,1,2,2,3,,,,,0.0,0.0,2019,11,0,0,0
Jullian Taylor ,DT,SF,1,20,20,29,,,,,8.0,40.0,2019,11,10,0,0
Tarvarius Moore ,S,SF,1,2,2,3,,,,,1.5,75.0,2019,11,0,0,0
Sebastian Joseph-Day ,DT,LAR,1,34,34,45,,,,,5.3,15.6,2019,11,6,0,0
Ogbonnia Okoronkwo ,LB,LAR,1,5,5,7,,,,,0.0,0.0,2019,11,0,0,0
Jacob Martin ,LB,HOU,1,13,13,19,,,,,1.5,11.5,2019,11,0,0,0
Levi Wallace ,CB,BUF,1,33,33,47,,,,,5.3,16.1,2019,11,9,0,0
A.J. Moore ,CB,HOU,1,4,4,6,,,,,4.0,100.0,2019,11,25,0,0
John Atkins ,DT,DET,1,36,36,49,,,,,2.3,6.4,2019,11,3,0,0
Trent Harris ,DE,MIA,1,15,15,21,,,,,1.5,10.0,2019,11,0,0,0
George Odum ,DB,IND,1,26,26,42,,,,,0.0,0.0,2019,11,0,0,0
Tre Herndon ,CB,JAC,1,65,65,97,,,,,7.5,11.5,2019,11,5,0,0
Trey Marshall ,CB,DEN,1,1,1,2,,,,,0.0,0.0,2019,11,0,0,0
Ben Niemann ,LB,KC,1,28,28,35,,,,,4.5,16.1,2019,11,7,0,0
Charvarius Ward ,CB,KC,1,64,64,81,,,,,6.8,10.6,2019,11,2,0,0
Jeremy Reaves ,S,WAS,1,11,11,15,,,,,3.0,27.3,2019,11,18,0,0
Chris Jones ,CB,ARI,1,2,2,3,,,,,0.0,0.0,2019,11,0,0,0
Jacob Tuioti-Mariner ,DE,ATL,1,27,27,36,,,,,1.5,5.6,2019,11,4,0,0
Chris Lammons ,CB,MIA,1,6,6,8,,,,,0.0,0.0,2019,11,0,0,0
Tavierre Thomas ,CB,CLE,1,1,1,1,,,,,0.0,0.0,2019,11,0,0,0
Frankie Luvu ,LB,NYJ,1,10,10,15,,,,,9.5,95.0,2019,11,20,10,0
Emmanuel Moseley ,CB,SF,1,63,63,93,,,,,6.0,9.5,2019,11,3,0,0
Robert Spillane ,LB,PIT,1,1,1,1,,,,,0.0,0.0,2019,11,0,0,0
Mike Ford ,CB,DET,1,5,5,7,,,,,1.5,30.0,2019,11,20,0,0
Alexander Johnson ,LB,DEN,1,62,62,100,,,,,9.3,15.0,2019,11,3,0,0
Sam Eguavoen ,LB,MIA,1,34,34,47,,,,,2.3,6.8,2019,11,0,0,0
Nick Bosa ,DE,SF,1,56,56,82,,,,,5.5,9.8,2019,11,2,0,0
Quinnen Williams ,DT,NYJ,1,42,42,65,,,,,0.8,1.9,2019,11,0,0,0
Josh Allen ,DE,JAC,1,33,33,49,,,,,9.5,28.8,2019,11,6,3,0
Ed Oliver ,DT,BUF,1,36,36,51,,,,,10.3,28.6,2019,11,6,3,0
Greedy Williams ,CB,CLE,1,71,71,99,,,,,12.3,17.3,2019,11,8,0,0
Devin White ,LB,TB,1,67,67,100,,,,,17.3,25.8,2019,11,15,0,0
Clelin Ferrell ,DE,OAK,1,41,41,68,,,,,3.0,7.3,2019,11,2,0,0
Dre'Mont Jones ,DT,DEN,1,15,15,24,,,,,8.8,58.7,2019,11,7,7,0
Montez Sweat ,DE,WAS,1,36,36,49,,,,,0.8,2.2,2019,11,0,0,0
Jerry Tillery ,DT,LAC,1,26,26,38,,,,,0.0,0.0,2019,11,0,0,0
Byron Murphy ,CB,ARI,1,69,69,95,,,,,9.0,13.0,2019,11,7,0,0
Brian Burns ,DE,CAR,1,16,16,25,,,,,0.0,0.0,2019,11,0,0,0
Amani Oruwariye ,CB,DET,1,9,9,12,,,,,1.5,16.7,2019,11,11,0,0
Devin Bush Jr. ,LB,PIT,1,54,54,77,,,,,8.5,15.7,2019,11,4,0,0
Taylor Rapp ,S,LAR,1,61,61,80,,,,,15.3,25.1,2019,11,11,0,0
Trayvon Mullen ,CB,OAK,1,60,60,100,,,,,15.5,25.8,2019,11,8,0,0
Jaylon Ferguson ,DE,BAL,1,45,45,71,,,,,18.3,40.7,2019,11,7,2,0
Mack Wilson ,LB,CLE,1,72,72,100,,,,,6.0,8.3,2019,11,1,0,0
Juan Thornhill ,S,KC,1,79,79,100,,,,,5.3,6.7,2019,11,3,0,0
Chase Winovich ,DE,NE,1,30,30,41,,,,,3.0,10.0,2019,11,7,0,0
Isaiah Buggs ,DT,PIT,1,10,10,14,,,,,0.0,0.0,2019,11,0,0,0
T.J. Edwards ,LB,PHI,1,11,11,15,,,,,0.8,7.3,2019,11,0,0,0
Charles Omenihu ,DE,HOU,1,20,20,30,,,,,1.5,7.5,2019,11,5,0,0
Germaine Pratt ,LB,CIN,1,46,46,68,,,,,6.0,13.0,2019,11,4,0,0
Dre Greenlaw ,LB,SF,1,65,65,96,,,,,16.0,24.6,2019,11,12,0,0
Armon Watts ,DT,MIN,1,15,15,19,,,,,1.5,10.0,2019,11,0,0,0
Sione Takitaki ,LB,CLE,1,6,6,8,,,,,0.0,0.0,2019,11,0,0,0
Albert Huggins ,DT,PHI,1,8,8,11,,,,,0.8,10.0,2019,11,0,0,0
Jahlani Tavai ,LB,DET,1,45,45,61,,,,,1.5,3.3,2019,11,0,0,0
Isaiah Johnson ,CB,OAK,1,6,6,10,,,,,1.5,25.0,2019,11,0,0,0
Mike Edwards ,S,TB,1,47,47,70,,,,,14.8,31.5,2019,11,11,2,0
Lonnie Johnson Jr. ,CB,HOU,1,42,42,61,,,,,3.8,9.0,2019,11,5,0,0
Sheldrick Redwine ,S,CLE,1,31,31,43,,,,,1.5,4.8,2019,11,3,0,0
Khari Willis ,S,IND,1,37,37,60,,,,,4.5,12.2,2019,11,8,0,0
Justin Hollins ,LB,DEN,1,21,21,34,,,,,0.0,0.0,2019,11,0,0,0
Ben Banogu ,DE,IND,1,15,15,24,,,,,1.5,10.0,2019,11,7,0,0
Michael Dogbe ,DT,ARI,1,17,17,23,,,,,1.5,8.8,2019,11,6,0,0
Rock Ya-Sin ,CB,IND,1,28,28,45,,,,,17.3,61.8,2019,11,18,0,0
Nik Needham ,CB,MIA,1,70,70,96,,,,,16.0,22.9,2019,11,9,0,0
Jordan Miller ,CB,ATL,1,3,3,4,,,,,0.0,0.0,2019,11,0,0,0
Khalen Saunders ,DT,KC,1,24,24,30,,,,,2.3,9.6,2019,11,4,0,0
Miles Brown ,DT,ARI,1,18,18,25,,,,,0.0,0.0,2019,11,0,0,0
Andrew Wingard ,S,JAC,1,7,7,10,,,,,0.0,0.0,2019,11,0,0,0
David Long Jr. ,CB,LAR,1,15,15,20,,,,,1.5,10.0,2019,11,7,0,0
Sean Murphy-Bunting ,CB,TB,1,62,62,93,,,,,9.0,14.5,2019,11,8,0,0
C.J. Gardner-Johnson ,CB,NO,1,61,61,91,,,,,6.0,9.8,2019,11,5,0,0
Kendall Sheffield ,CB,ATL,1,71,71,95,,,,,3.0,4.2,2019,11,0,0,0
Bless Austin ,CB,NYJ,1,48,48,74,,,,,6.0,12.5,2019,11,6,0,0
Malik Reed ,LB,DEN,1,41,41,66,,,,,0.8,2.0,2019,11,0,0,0
Bobby Okereke ,LB,IND,1,21,21,34,,,,,3.8,18.1,2019,11,10,0,0
Will Harris ,S,DET,1,59,59,80,,,,,0.0,0.0,2019,11,5,0,0
Darryl Johnson ,DE,BUF,1,5,5,7,,,,,0.0,0.0,2019,11,0,0,0
Renell Wren ,DT,CIN,1,13,13,19,,,,,0.8,6.2,2019,11,0,0,0
Marvell Tell III ,S,IND,1,54,54,87,,,,,12.0,22.2,2019,11,9,0,0
Rashad Fenton ,DB,KC,1,29,29,37,,,,,0.0,0.0,2019,11,10,0,0
Maxx Crosby ,DE,OAK,1,46,46,77,,,,,34.3,74.6,2019,11,9,9,0
Donovan Wilson ,S,DAL,1,1,1,2,,,,,0.0,0.0,2019,11,0,0,0
Jimmy Moreland ,CB,WAS,1,11,11,15,,,,,4.5,40.9,2019,11,18,0,0
Cole Holcomb ,LB,WAS,1,43,43,59,,,,,10.0,23.3,2019,11,9,0,0
Kyle Phillips ,DT,NYJ,1,37,37,57,,,,,7.0,18.9,2019,11,8,0,0
Shakial Taylor ,CB,IND,1,15,15,24,,,,,6.8,45.3,2019,11,27,0,0
Shy Tuttle ,DT,NO,1,11,11,16,,,,,0.0,0.0,2019,11,0,0,0
Troy Reeder ,LB,LAR,1,5,5,7,,,,,0.8,16.0,2019,11,0,0,0
Roderic Teamer ,S,LAC,1,5,5,7,,,,,0.0,0.0,2019,11,0,0,0
Anthony Rush ,DT,PHI,1,18,18,24,,,,,0.8,4.4,2019,11,0,0,0
Jalen Thompson ,S,ARI,1,72,72,99,,,,,14.0,19.4,2019,11,7,0,0
Adrian Clayborn ,DE,ATL,1,31,31,48,,,,,0.0,0.0,2019,12,0,0,0
Prince Amukamara ,CB,CHI,1,59,59,95,,,,,7.5,12.7,2019,12,7,0,0
Cameron Heyward ,DE,PIT,1,49,49,86,,,,,12.5,25.5,2019,12,4,2,0
Von Miller ,LB,DEN,1,59,59,80,,,,,12.8,21.7,2019,12,3,2,0
Robert Quinn ,LB,DAL,1,48,48,71,,,,,9.5,19.8,2019,12,2,2,0
Allen Bailey ,DE,ATL,1,42,42,65,,,,,3.0,7.1,2019,12,2,0,0
Justin Houston ,DE,IND,1,39,39,66,,,,,9.3,23.8,2019,12,10,0,0
Ryan Kerrigan ,DE,WAS,1,54,54,73,,,,,6.5,12.0,2019,12,4,1,0
Corey Liuget ,DT,BUF,1,14,14,29,,,,,0.8,5.7,2019,12,0,0,0
Cameron Jordan ,DE,NO,1,67,67,89,,,,,11.5,17.2,2019,12,7,0,0
Jimmy Smith ,CB,BAL,1,51,51,98,,,,,17.5,34.3,2019,12,6,2,0
Jabaal Sheard ,DE,IND,1,42,42,71,,,,,3.0,7.1,2019,12,2,0,0
Jurrell Casey ,DE,TEN,1,48,48,56,,,,,3.8,7.9,2019,12,4,0,0
K.J. Wright ,LB,SEA,1,72,72,97,,,,,17.5,24.3,2019,12,11,0,0
Sam Acho ,LB,TB,1,16,16,19,,,,,0.8,5.0,2019,12,0,0,0
Buster Skrine ,CB,CHI,1,51,51,82,,,,,7.8,15.3,2019,12,6,0,0
Richard Sherman ,CB,SF,1,65,65,82,,,,,1.5,2.3,2019,12,2,0,0
Colin Jones ,S,CAR,1,3,3,5,,,,,0.0,0.0,2019,12,0,0,0
Lawrence Guy ,DT,NE,1,43,43,68,,,,,8.3,19.3,2019,12,7,0,0
Johnathan Joseph ,CB,HOU,1,66,66,97,,,,,6.0,9.1,2019,12,5,0,0
