,Player ,09/10vs. DET,09/17vs. IND,09/25vs. DAL,10/01vs. SFO,10/08vs. PHI,10/15vs. TAM,10/22vs. LAR,11/05vs. SFO,11/09vs. SEA,11/19vs. HOU,11/26vs. JAX,12/03vs. LAR,12/10vs. TEN,12/17vs. WAS,12/24vs. NYG,12/31vs. SEA
6,Asante Cleveland,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
7,Austin Ekeler,,,,,,,,,,,,,,,Questionable: Hand,
8,Melvin Gordon,,,Questionable: Knee,Questionable: Knee,,,Questionable: Shoulder,Questionable: Foot,,,,,,,,Questionable: Ankle
9,Chris Hairston,,,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness
10,Casey Hayward,,,,,,,,,,,,Questionable: Calf,,Questionable: Calf,,
11,Hunter Henry ,,,,,,,,,,,,,,,Injured Reserve: Kidney,Injured Reserve: Kidney
12,Dontrelle Inman,Questionable: Groin,Questionable: Groin,,,,,,,,,,,,,,
13,Rayshawn Jenkins,,Out: Concussion,,,,,,,,,,,,,,
14,Forrest Lamp ,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
15,Chris Landrum,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder
16,Corey Liuget,,,,,,,Questionable: Back,Questionable: Back,,,Questionable: Toe,Questionable: Toe,Questionable: Toe,,Out: Knee,Questionable: Knee
17,Chris McCain,,,,,,,,,,Questionable: Quadricep,,,,,,
18,Sean McGrath,Questionable: Knee,Questionable: Knee,,Questionable: Foot,Questionable: Foot,,,,,,,,,,,
19,Charmeachealle Moore,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed
20,Nick Novak,,,,,,,,,,,,Questionable: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back
21,Russell Okung,,,,,,,,,,,Questionable: Knee,,,,Questionable: Groin,Questionable: Groin
22,Branden Oliver,,,,,Out: Hamstring,Questionable: Hamstring,,,,,,,,,,
23,James Onwualu,,,,,,,,,,Doubtful: Quadricep,Questionable: Quadricep,,,,,
24,Denzel Perryman ,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,,,,,,,Out: Hamstring,Questionable: Hamstring
25,Adrian Phillips,,,,,,,Questionable: Neck,,,,,,,,,Out: Ankle
26,Hayes Pullard ,,,Questionable: Knee,Questionable: Knee,,,,,Questionable: Neck,Doubtful: Neck,Questionable: Neck,,,,,
27,Philip Rivers,,,,,,,,,,Questionable: Concussion,,,,,,
28,Matt Slauson,,,,,,,,Injured Reserve: Bicep,Injured Reserve: Bicep,Injured Reserve: Bicep,Injured Reserve: Bicep,Injured Reserve: Bicep,Injured Reserve: Bicep,Injured Reserve: Bicep,Injured Reserve: Bicep,Injured Reserve: Bicep
29,Darrell Stuckey,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
30,Jason Verrett,,Out: Knee,Out: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
31,Andre Williams,,,,,,,,,,,,,,Injured Reserve: Wrist,Injured Reserve: Wrist,Injured Reserve: Wrist
32,Mike Williams ,Injured Reserve: Back,Out: Back,Out: Back,Out: Back,Out: Back,Questionable: Back,,,,,Questionable: Knee,Out: Back,Questionable: Knee,,,
33,Tyrell Williams,,,,,Questionable: Neck,,,,,,,,,,,
,Player ,09/09vs. KAN,09/16vs. BUF,09/23vs. LAR,09/30vs. SFO,10/07vs. OAK,10/14vs. CLE,10/21vs. TEN,11/04vs. SEA,11/11vs. OAK,11/18vs. DEN,11/25vs. ARI,12/02vs. PIT,12/09vs. CIN,12/13vs. KAN,12/22vs. BAL,12/30vs. DEN,01/06vs. BAL,01/13vs. NWE
0,Keenan Allen,,,,Questionable: Knee,,,,,,,,,,,Questionable: Hip,,,
1,Joe Barksdale,,Out: Knee,Out: Knee,Out: Knee,Doubtful: Knee,Questionable: Knee,,,,,,Out: NotInjuryRelated,,,,,,
2,Travis Benjamin,,Questionable: Foot,Questionable: Foot,Questionable: Foot,Out: Foot,Out: Foot,Questionable: Foot,,,,,,,,,,,
3,Joey Bosa,Out: Foot,Out: Foot,Out: Foot,Out: Foot,Out: Foot,Out: Foot,Out: Foot,Out: Foot,Out: Foot,Questionable: Foot,,,,,,,,
4,Brett Boyko,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring
5,Jatavis Brown,,,,,,Doubtful: Groin,Questionable: Groin,,,,,,,,,,Injured Reserve: Ankle,Injured Reserve: Ankle
6,Sean Culkin,,,,,,,,,,,,,Doubtful: Back,Out: Back,Out: Back,Questionable: Back,,
7,Austin Ekeler,,,,,,,,,,,,,,Out: Neck,Doubtful: Neck,,,
8,Kyle Emanuel,,,,,,,,,Questionable: Hip,,,,,,,,,
9,Brandon Facyson,,,,,,,,,,,,,,,,,,Questionable: Concussion
10,Antonio Gates,,,Questionable: Illness,,,,,,,Questionable: Knee,,,,,,,,
11,Melvin Gordon,,,,,,,Questionable: Hamstring,Questionable: Hamstring,,,Questionable: Hamstring,Out: Knee,Out: Knee,Questionable: Knee,,,,
12,Hunter Henry ,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Questionable: Knee
13,Chris Landrum,,,,,,,,Out: Hip,Questionable: Hip,,,,,,,,,
14,Corey Liuget,,,,,,,,,,,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
15,Craig Mager,,Out: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring
16,Brandon Mebane,,,,,,,,,,,Questionable: NotInjuryRelated,Out: NotInjuryRelated,Doubtful: NotInjuryRelated,Doubtful: NotInjuryRelated,,,,
17,Russell Okung,,,,,Questionable: Groin,Questionable: Groin,,,,,,,,,,,,
18,Denzel Perryman ,,,,,,,,,,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
19,Darius Philon,,,,,,,,,Questionable: Ankle,,,,,,,,,
20,Austin Roberts,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
21,Artavis Scott,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle
22,Caleb Sturgis,,,,,,Questionable: rightQuadricep,Questionable: rightQuadricep,,,,,,,,,,,
23,Jason Verrett,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles,Injured Reserve: Achilles
24,Jaylen Watkins,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
25,Derek Watt,,,Questionable: Thumb,,,,,,,,,,,,,,,Questionable: Shoulder
26,Kyzir White,,,,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Out: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
27,Trevor Williams,,,,,,,,,Questionable: Knee,Out: Knee,,,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
28,Tyrell Williams,,,,,,,,,,,Questionable: Quadricep,Questionable: Quadricep,,,,,,
29,Kyle Wilson,,,,,,,,,,,,,,,,,,Questionable: Concussion
,Player ,09/08vs. IND,09/15vs. DET,09/22vs. HOU,09/29vs. MIA,10/06vs. DEN,10/13vs. PIT,10/20vs. TEN,10/27vs. CHI,11/03vs. GNB,11/07vs. OAK,11/18vs. KAN,12/01vs. DEN,12/08vs. JAX,12/15vs. MIN,12/22vs. OAK,12/29vs. KAN
0,Nasir Adderley,,,,,Doubtful: Hamstring,Doubtful: Hamstring,Out: Hamstring,Out: Hamstring,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
1,Keenan Allen,,,,,,,,Questionable: Hamstring,,,,,,,,
2,Michael Badgley,Doubtful: right Groin,Questionable: right Groin,Questionable: right Groin,Out: right Groin,Doubtful: right Groin,Doubtful: right Groin,Questionable: right Groin,Questionable: right Groin,,,,,,,,
3,Travis Benjamin,,,,Doubtful: Hip,Questionable: Hip,,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
4,Cortez Broughton,,,,,,,,Out: Illness,Out: Illness,Out: Illness,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
5,Jatavis Brown,Doubtful: Ankle,Questionable: Ankle,,,,,,,,,,,,,,
6,Dylan Cantrell,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
7,Sean Culkin,,,,,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
8,Geremy Davis ,Doubtful: Hamstring,Questionable: Hamstring,,,,,,,Questionable: Hamstring,Doubtful: Hamstring,Doubtful: Hamstring,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
9,Michael Davis ,,Doubtful: Hamstring,Doubtful: Hamstring,,,,,,,,,,,,,
10,Thomas Davis ,,,,,Questionable: Groin,,,,,,,,,,,
11,Nick Dzubnar,,,,,,,,,,,,,Questionable: Concussion,,,
12,Virgil Green,,,,Out: Groin,Questionable: Groin,,,,,,,,,,,
13,Casey Hayward,,,,Questionable: Back,,,,,,,,,,,,
14,Hunter Henry ,,Out: Knee,Out: Knee,Out: Knee,Out: Knee,Questionable: Knee,,,,,,,,,,
15,Melvin Ingram,,,,,Questionable: Hamstring,Questionable: Hamstring,Doubtful: Hamstring,Questionable: Hamstring,,,,,,,,
16,Dontrelle Inman,,,,,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,,,,
17,Justin Jackson,,,,Out: Calf,Doubtful: Calf,Doubtful: Calf,Out: Calf,Questionable: Calf,,Doubtful: Calf,Doubtful: Calf,,,,Questionable: Hamstring,
18,Derwin James,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,,,,
19,Tre'von Johnson,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,,,
20,Justin Jones,,,,,,,Out: Shoulder,Out: Shoulder,Doubtful: Shoulder,Out: Shoulder,,,,,,
21,Desmond King,,,,,,,,,,,,,,Out: Not Injury Related,,
22,Forrest Lamp ,,,,,,,,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
23,Koda Martin,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
24,Vince Mayle,Injured Reserve: ,Injured Reserve: ,,,,,,,,,,,,,,
25,Cole Mazza,,,,,,,,,,,Questionable: Illness,,,,,
26,Brandon Mebane,,,,,,,Out: Knee,Out: Knee,Doubtful: Knee,Questionable: Knee,,,,,,
27,Uchenna Nwosu,,,,,,,,,,,,,,Questionable: Ankle,,
28,Russell Okung,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,,,Questionable: Groin,Questionable: Groin,,,Doubtful: Groin,Out: Groin
29,Andre Patton,,,,,,Doubtful: Quadricep,,,,,,,,,,
30,Denzel Perryman ,Questionable: Ankle,Questionable: Ankle,,,,,,,,Questionable: Knee,,,Out: Not Injury Related,,,
31,Adrian Phillips,,,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,: ,,,,
32,Mike Pouncey,,,,,,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
33,Isaac Rochell,,Questionable: Concussion,,,,,,,,,,,,,,
34,Damion Square,,,,,,,,,Questionable: Back,,,,,,,
35,Roderic Teamer,Doubtful: Hamstring,Questionable: Hamstring,,,,,,,Doubtful: Groin,Doubtful: Groin,Questionable: Groin,,Out: Not Injury Related,,,
36,Sam Tevi,,,,,,,,,,Questionable: Knee,Out: Knee,Questionable: Knee,,,,
37,Drue Tranquill,Questionable: Back,,,Questionable: Ankle,,,,,,,Questionable: Calf,,,,,
38,Andrew Vollert,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
39,Derek Watt,,,,,,,,Questionable: Knee,,,,,,,,
40,Mike Williams ,,Questionable: Knee,,Out: Back,Questionable: Back,,,,,,,,,,,
41,Trevor Williams,Out: Quadricep,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,,,,,,,,,,
,Player ,09/10vs. IND,09/17vs. WAS,09/21vs. SFO,10/01vs. DAL,10/08vs. SEA,10/15vs. JAX,10/22vs. ARI,11/05vs. NYG,11/12vs. HOU,11/19vs. MIN,11/26vs. NOR,12/03vs. ARI,12/10vs. PHI,12/17vs. SEA,12/24vs. TEN,12/31vs. SFO,01/06vs. ATL
0,Maurice Alexander,,,,,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed
1,Brandon Allen,,,,,,,,,,,,,,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back
2,Mark Barron,,,,,,Questionable: Knee,Questionable: Thumb,,,,,,,,,Doubtful: Achilles,
3,Connor Barwin,,,,,,,,,,,,Out: Forearm,Questionable: Forearm,,,,
4,Jamon Brown,,,,,Questionable: Groin,,,,,,,,,,,,
5,Malcolm Brown ,,,Questionable: Hamstring,,,,,,Out: Knee,Out: Knee,Out: Knee,Questionable: Knee,,,,,
6,Derek Carrier,,,,,,,,,Doubtful: Hamstring,Questionable: Hamstring,,,,,,,
7,Marqui Christian,,,,,,,,,,,,,,,,Injured Reserve: Shoulder,Injured Reserve: Shoulder
8,Cody Davis ,,,,Questionable: Quadricep,,,Injured Reserve: Thigh,Injured Reserve: Thigh,Injured Reserve: Thigh,Injured Reserve: Thigh,Injured Reserve: Thigh,Injured Reserve: Thigh,Injured Reserve: Thigh,Injured Reserve: Thigh,Injured Reserve: Thigh,,
9,Lance Dunbar,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,,,Questionable: Knee,Questionable: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,,Injured Reserve: Knee
10,Dominique Easley,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
11,Bryce Hager,,,,,,,,,,,Questionable: Calf,,,,,,
12,Cory Harkey,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed
13,Dominique Hatfield,,,,,,,,,,,,,Doubtful: Hip,,,,
14,Temarrick Hemingway,Injured Reserve: Shin,Injured Reserve: Shin,Injured Reserve: Shin,Injured Reserve: Shin,Injured Reserve: Shin,Injured Reserve: Shin,Injured Reserve: Shin,Injured Reserve: Shin,Injured Reserve: Shin,Injured Reserve: Shin,Injured Reserve: Shin,Injured Reserve: Shin,Injured Reserve: Shin,Injured Reserve: Shin,Injured Reserve: Shin,Injured Reserve: Shin,Injured Reserve: Shin
15,Troy Hill,,,,,,Doubtful: Shoulder,,,,Questionable: Hamstring,,,,,,,
16,Lamarcus Joyner,,,,Out: Hamstring,Doubtful: Hamstring,Questionable: Hamstring,,,,,,,,,,Injured Reserve: Undisclosed,
17,Cooper Kupp,,,,,,,,,,,,,,,,Questionable: Knee,
18,Zach Laskey,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed
19,Matt Longacre ,,,,,,,,,,,,,,,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back
20,Bradley Marquez,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,,Injured Reserve: Knee
21,Alec Ogletree,,,,,,,,,,,,,Questionable: Elbow,,,,
22,Robert Quinn,,,,,,,,,Doubtful: Illness,,,,,,,,
23,Nickell Robey-Coleman ,,,,,,,,,,,Doubtful: Thigh,,,,,,
